id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute_est,profit_net_est,mois,indicateur_retour,nombre_commandes_par_client,CLV_simplifie
CMD107273,2025-09-23,C0112,Kinshasa,Maison,Produit_Maison_29,185.5,2,0.07,4.0,Paiement à la livraison,Instagram Ads,10.22,livrée,345.03,138.012,123.792,2025-09,0,15,4950.3884
CMD107274,2025-09-09,C0836,Dakar,Maison,Produit_Maison_31,137.5,2,0.03,3.59,Mobile Money,Email,1.03,livrée,266.75,106.7,102.08,2025-09,0,4,1142.5711999999999
CMD107275,2025-11-25,C0302,Abidjan,Maison,Produit_Maison_11,79.12,3,0.22,5.12,Paiement à la livraison,Instagram Ads,12.81,livrée,185.1408,74.05632000000001,56.12632000000001,2025-11,0,17,3137.8332
CMD107276,2025-11-06,C0038,Lomé,Beauté,Produit_Beauté_14,19.08,2,0.12,2.63,Mobile Money,Instagram Ads,14.46,livrée,33.580799999999996,13.432319999999999,-3.6576800000000027,2025-11,0,15,3802.2555
CMD107277,2025-11-02,C0281,Kinshasa,Maison,Produit_Maison_16,169.4,3,0.17,7.54,Paiement à la livraison,Instagram Ads,6.44,livrée,421.80600000000004,168.72240000000002,154.74240000000003,2025-11,0,14,3938.7980500000003
CMD107278,2025-09-12,C0102,Cotonou,Mode,Produit_Mode_8,37.76,1,0.29,4.97,Mobile Money,Instagram Ads,9.11,livrée,26.809599999999996,10.72384,-3.35616,2025-09,0,19,4083.68435
CMD107280,2025-10-30,C0213,Kinshasa,Électronique,Produit_Électronique_42,396.65,2,0.06,3.24,Paiement à la livraison,Google Ads,7.95,retournée,745.7019999999999,298.28079999999994,287.09079999999994,2025-10,1,19,4928.323899999999
CMD107281,2025-11-22,C0304,Libreville,Mode,Produit_Mode_38,51.66,2,0.1,5.36,Virement,Email,1.64,livrée,92.988,37.1952,30.1952,2025-11,0,14,3866.1917
CMD107282,2025-11-02,C0209,Douala,Maison,Produit_Maison_38,126.27,1,0.08,3.75,Virement,Email,0.61,livrée,116.1684,46.467360000000006,42.10736000000001,2025-11,0,13,4210.9073
CMD107283,2025-07-30,C0190,Dakar,Beauté,Produit_Beauté_32,31.57,3,0.02,3.33,Virement,Google Ads,4.32,livrée,92.81580000000001,37.12632000000001,29.47632000000001,2025-07,0,14,1549.5213
CMD107284,2025-08-29,C0186,Lomé,Électronique,Produit_Électronique_42,410.31,1,0.22,9.75,Paiement à la livraison,Instagram Ads,9.64,livrée,320.0418,128.01672000000002,108.62672000000002,2025-08,0,14,5162.1404
CMD107285,2025-11-13,C0268,Dakar,Maison,Produit_Maison_33,127.5,3,0.21,4.12,Virement,Instagram Ads,9.68,livrée,302.175,120.87,107.07,2025-11,0,14,1765.0435
CMD107286,2025-11-30,C0709,Brazzaville,Beauté,Produit_Beauté_29,31.27,3,0.08,3.03,Virement,Google Ads,5.63,livrée,86.3052,34.52208,25.862080000000002,2025-11,0,2,158.7516
CMD107287,2025-07-30,C0323,Douala,Mode,Produit_Mode_17,43.96,3,0.29,8.42,Virement,Google Ads,7.5,livrée,93.6348,37.453920000000004,21.533920000000002,2025-07,0,15,4000.8675000000003
CMD107288,2025-12-01,C0132,Brazzaville,Beauté,Produit_Beauté_37,15.6,1,0.25,5.67,Mobile Money,Instagram Ads,6.13,livrée,11.7,4.68,-7.12,2025-12,0,18,6936.4361
CMD107289,2025-09-20,C0245,Dakar,Beauté,Produit_Beauté_31,10.36,2,0.03,7.42,Paiement à la livraison,Email,1.22,livrée,20.098399999999998,8.03936,-0.6006399999999996,2025-09,0,16,2605.7765
CMD107290,2025-09-10,C0327,Kinshasa,Maison,Produit_Maison_15,121.07,1,0.06,9.96,Mobile Money,Instagram Ads,5.71,livrée,113.80579999999999,45.52232,29.85232,2025-09,0,15,5507.2686
CMD107291,2025-11-07,C0233,Abidjan,Maison,Produit_Maison_5,224.55,1,0.1,4.89,Paiement à la livraison,Google Ads,3.51,livrée,202.09500000000003,80.83800000000002,72.43800000000002,2025-11,0,12,2750.4885000000004
CMD107292,2025-12-06,C0280,Dakar,Mode,Produit_Mode_22,56.9,1,0.07,8.52,Paiement à la livraison,Email,1.83,livrée,52.916999999999994,21.1668,10.816799999999999,2025-12,0,21,5510.845600000001
CMD107293,2025-10-04,C0342,Abidjan,Électronique,Produit_Électronique_9,129.3,3,0.08,2.52,Mobile Money,Google Ads,4.04,livrée,356.86800000000005,142.74720000000002,136.18720000000002,2025-10,0,8,3080.7073
CMD107294,2025-08-17,C0082,Libreville,Maison,Produit_Maison_4,116.99,2,0.03,5.08,Carte,Email,0.71,livrée,226.96059999999997,90.78424,84.99424,2025-08,0,23,7465.208199999999
CMD107295,2025-09-21,C0163,Kinshasa,Mode,Produit_Mode_29,27.73,3,0.23,2.77,Carte,Instagram Ads,10.1,livrée,64.0563,25.622519999999998,12.752519999999999,2025-09,0,17,5634.2234
CMD107296,2025-08-28,C0281,Cotonou,Maison,Produit_Maison_21,162.52,3,0.14,8.97,Carte,Instagram Ads,5.83,livrée,419.30160000000006,167.72064000000003,152.92064000000002,2025-08,0,14,3938.7980500000003
CMD107297,2025-11-23,C0114,Abidjan,Mode,Produit_Mode_19,43.16,1,0.27,3.98,Mobile Money,Email,1.43,livrée,31.5068,12.60272,7.19272,2025-11,0,21,8941.7247
CMD107298,2025-10-13,C0336,Abidjan,Électronique,Produit_Électronique_7,413.43,1,0.04,2.95,Paiement à la livraison,Google Ads,3.21,livrée,396.89279999999997,158.75712,152.59712,2025-10,0,18,7096.9192
CMD107299,2025-08-04,C0119,Douala,Mode,Produit_Mode_50,13.74,1,0.2,5.0,Carte,Email,1.03,livrée,10.992,4.396800000000001,-1.6331999999999993,2025-08,0,22,5907.6677
CMD107300,2025-10-13,C0103,Kinshasa,Mode,Produit_Mode_46,24.22,3,0.0,4.94,Mobile Money,Email,1.13,livrée,72.66,29.064,22.994,2025-10,0,16,4320.963699999999
CMD107301,2025-10-03,C0967,Kinshasa,Mode,Produit_Mode_37,25.2,3,0.19,4.4,Carte,Influenceur,6.29,livrée,61.236,24.4944,13.804400000000001,2025-10,0,4,1687.1919
CMD107302,2025-10-10,C0320,Dakar,Mode,Produit_Mode_39,38.95,1,0.26,2.14,Carte,Email,1.87,livrée,28.823,11.529200000000001,7.5192000000000005,2025-10,0,25,6953.8048
CMD107303,2025-10-12,C1075,Kinshasa,Électronique,Produit_Électronique_49,368.82,1,0.06,4.93,Paiement à la livraison,Google Ads,5.49,livrée,346.69079999999997,138.67632,128.25632,2025-10,0,1,346.69079999999997
CMD107304,2025-12-09,C0240,Cotonou,Électronique,Produit_Électronique_50,431.75,3,0.04,9.25,Mobile Money,Influenceur,12.63,livrée,1243.44,497.37600000000003,475.49600000000004,2025-12,0,22,5455.4158
CMD107305,2025-12-27,C0389,Cotonou,Maison,Produit_Maison_16,115.56,1,0.08,7.67,Paiement à la livraison,Google Ads,5.64,livrée,106.3152,42.52608000000001,29.216080000000005,2025-12,0,18,3848.75
CMD107306,2025-07-13,C0240,Dakar,Beauté,Produit_Beauté_28,25.61,3,0.01,8.76,Mobile Money,Influenceur,12.17,livrée,76.0617,30.424680000000002,9.494680000000004,2025-07,0,22,5455.4158
CMD107307,2025-10-07,C0291,Douala,Mode,Produit_Mode_33,55.61,3,0.29,4.94,Paiement à la livraison,Email,1.54,livrée,118.44929999999998,47.37971999999999,40.899719999999995,2025-10,0,14,2771.9071
CMD107308,2025-09-22,C1999,Dakar,Électronique,Produit_Électronique_44,251.63,2,0.16,3.41,Carte,Instagram Ads,8.42,retournée,422.73839999999996,169.09536,157.26536000000002,2025-09,1,2,697.3301999999999
CMD107309,2025-12-12,C0186,Kinshasa,Électronique,Produit_Électronique_46,497.1,1,0.0,4.25,Paiement à la livraison,Instagram Ads,13.77,livrée,497.1,198.84000000000003,180.82000000000002,2025-12,0,14,5162.1404
CMD107310,2025-08-05,C0321,Lomé,Mode,Produit_Mode_44,25.34,3,0.21,5.65,Carte,Email,1.47,livrée,60.0558,24.02232,16.902320000000003,2025-08,0,17,4029.533
CMD107311,2025-07-21,C0226,Kinshasa,Beauté,Produit_Beauté_45,25.9,2,0.07,8.98,Mobile Money,Email,1.5,livrée,48.17399999999999,19.269599999999997,8.789599999999997,2025-07,0,13,2691.2723
CMD107312,2025-08-07,C0075,Douala,Électronique,Produit_Électronique_25,270.63,1,0.27,2.94,Virement,Instagram Ads,11.73,livrée,197.5599,79.02396,64.35396,2025-08,0,17,6498.5842999999995
CMD107313,2025-08-30,C0318,Cotonou,Mode,Produit_Mode_48,24.27,2,0.14,6.79,Carte,Email,0.72,livrée,41.7444,16.69776,9.187759999999999,2025-08,0,16,7447.620199999999
CMD107314,2025-09-28,C0061,Abidjan,Mode,Produit_Mode_21,58.8,1,0.0,7.04,Paiement à la livraison,Email,1.73,retournée,58.8,23.52,14.75,2025-09,1,23,4476.21505
CMD107315,2025-08-22,C0394,Abidjan,Beauté,Produit_Beauté_11,29.51,2,0.19,9.68,Paiement à la livraison,Instagram Ads,11.95,livrée,47.806200000000004,19.122480000000003,-2.507519999999996,2025-08,0,17,4643.6368999999995
CMD107316,2025-09-10,C0646,Kinshasa,Électronique,Produit_Électronique_43,467.27,2,0.09,3.29,Paiement à la livraison,Email,0.98,livrée,850.4313999999999,340.17256,335.90255999999994,2025-09,0,2,2130.0076
CMD107317,2025-07-09,C1374,Cotonou,Électronique,Produit_Électronique_32,144.79,1,0.15,4.99,Carte,Instagram Ads,14.17,livrée,123.07149999999999,49.2286,30.068599999999996,2025-07,0,1,123.07149999999999
CMD107318,2025-09-23,C1566,Kinshasa,Beauté,Produit_Beauté_24,8.97,2,0.07,5.92,Carte,Google Ads,3.88,livrée,16.6842,6.673680000000001,-3.126319999999999,2025-09,0,1,16.6842
CMD107319,2025-08-20,C0693,Abidjan,Beauté,Produit_Beauté_10,37.68,3,0.07,3.68,Paiement à la livraison,Google Ads,4.76,livrée,105.12719999999999,42.05088,33.61088,2025-08,0,2,217.84319999999997
CMD107320,2025-10-20,C0317,Kinshasa,Électronique,Produit_Mode_50,32.62,3,0.0,8.75,Carte,Instagram Ads,14.47,livrée,97.85999999999999,39.144,15.923999999999998,2025-10,0,12,1530.3143
CMD107321,2025-10-25,C1994,Abidjan,Maison,Produit_Maison_13,141.34,3,0.02,4.7,Carte,Google Ads,4.66,retournée,415.53959999999995,166.21584,156.85584,2025-10,1,3,553.2469
CMD107322,2025-07-12,C0212,Douala,Électronique,Produit_Beauté_35,27.33,2,0.04,2.43,Mobile Money,Email,0.6,livrée,52.4736,20.989440000000002,17.95944,2025-07,0,20,6143.98655
CMD107323,2025-07-28,C0280,Dakar,Beauté,Produit_Beauté_2,45.32,2,0.1,3.45,Paiement à la livraison,Instagram Ads,11.6,livrée,81.57600000000001,32.6304,17.580400000000004,2025-07,0,21,5510.845600000001
CMD107324,2025-08-16,C0266,Douala,Électronique,Produit_Électronique_8,492.89,2,0.04,8.23,Mobile Money,Email,0.77,livrée,946.3488,378.53952000000004,369.53952000000004,2025-08,0,19,10830.682999999999
CMD107325,2025-09-12,C1484,Dakar,Maison,Produit_Maison_6,192.57,1,0.1,4.47,Virement,Influenceur,19.9,livrée,173.313,69.3252,44.9552,2025-09,0,1,173.313
CMD107326,2025-08-27,C0245,Abidjan,Électronique,Produit_Électronique_45,456.26,2,0.1,8.44,Paiement à la livraison,Email,1.56,livrée,821.268,328.5072,318.5072,2025-08,0,16,2605.7765
CMD107328,2025-10-13,C0349,Cotonou,Mode,Produit_Mode_28,38.52,2,0.1,4.54,Mobile Money,Google Ads,3.56,livrée,69.33600000000001,27.734400000000008,19.63440000000001,2025-10,0,25,7043.7233
CMD107329,2025-11-10,C0867,Brazzaville,Électronique,Produit_Électronique_35,248.3,2,0.11,5.71,Mobile Money,Instagram Ads,6.54,livrée,441.97400000000005,176.78960000000004,164.53960000000004,2025-11,0,3,1302.2072
CMD107330,2025-10-10,C0341,Kinshasa,Électronique,Produit_Électronique_31,292.73,1,0.07,6.32,Paiement à la livraison,Google Ads,4.97,livrée,272.2389,108.89556,97.60556,2025-10,0,11,3746.2482
CMD107331,2025-11-01,C0179,Kinshasa,Maison,Produit_Maison_16,29.22,3,0.0,8.44,Paiement à la livraison,Instagram Ads,12.75,livrée,87.66,35.064,13.874000000000002,2025-11,0,17,4715.2451
CMD107332,2025-09-22,C0001,Brazzaville,Électronique,Produit_Mode_31,14.7,2,0.18,8.48,Paiement à la livraison,Instagram Ads,11.32,livrée,24.108,9.6432,-10.1568,2025-09,0,26,9164.670900000001
CMD107333,2025-12-16,C0006,Lomé,Beauté,Produit_Beauté_22,37.01,3,0.07,2.36,Mobile Money,Google Ads,7.05,livrée,103.25789999999999,41.30316,31.893159999999998,2025-12,0,17,2328.0505
CMD107334,2025-12-24,C1533,Douala,Beauté,Produit_Beauté_2,25.75,1,0.06,9.63,Carte,Email,1.15,livrée,24.205,9.682,-1.0980000000000003,2025-12,0,2,99.1462
CMD107335,2025-12-08,C0163,Kinshasa,Électronique,Produit_Électronique_10,266.34,3,0.06,9.99,Paiement à la livraison,Influenceur,6.42,livrée,751.0787999999999,300.43152,284.02151999999995,2025-12,0,17,5634.2234
CMD107336,2025-08-24,C0257,Libreville,Maison,Produit_Maison_31,131.675,1,0.29,8.92,Virement,Instagram Ads,10.15,livrée,93.48925,37.3957,18.325699999999998,2025-08,0,15,3076.00715
CMD107337,2025-12-09,C0269,Kinshasa,Mode,Produit_Mode_8,50.58,1,0.26,7.95,Virement,Instagram Ads,14.66,retournée,37.4292,14.971680000000001,-7.638319999999999,2025-12,1,18,6434.8236
CMD107338,2025-07-05,C0175,Libreville,Mode,Produit_Mode_48,35.66,3,0.1,6.08,Paiement à la livraison,Email,1.57,livrée,96.282,38.5128,30.8628,2025-07,0,10,3058.3149999999996
CMD107339,2025-09-16,C0059,Dakar,Électronique,Produit_Électronique_34,472.57,2,0.08,3.13,Carte,Email,1.44,livrée,869.5288,347.81152000000003,343.24152000000004,2025-09,0,10,5004.7723
CMD107340,2025-12-19,C0392,Kinshasa,Beauté,Produit_Beauté_6,41.17,2,0.0,4.62,Carte,Google Ads,7.93,livrée,82.34,32.936,20.386,2025-12,0,16,3890.0539000000003
CMD107341,2025-09-26,C1289,Abidjan,Électronique,Produit_Électronique_6,342.62,3,0.03,6.36,Paiement à la livraison,Email,1.08,livrée,997.0242000000001,398.80968000000007,391.3696800000001,2025-09,0,2,1099.557
CMD107342,2025-08-29,C0034,Brazzaville,Beauté,Produit_Beauté_43,29.12,3,0.08,9.32,Paiement à la livraison,Instagram Ads,13.62,livrée,80.3712,32.14848,9.20848,2025-08,0,12,2223.7825
CMD107343,2025-12-15,C0021,Abidjan,Maison,Produit_Maison_22,17.27,2,0.01,5.55,Virement,Email,1.43,retournée,34.1946,13.677840000000002,6.697840000000003,2025-12,1,9,3857.1192
CMD107344,2025-11-19,C0328,Lomé,Électronique,Produit_Mode_9,50.42,1,0.27,8.81,Mobile Money,Email,1.02,livrée,36.8066,14.722640000000002,4.892640000000002,2025-11,0,19,5107.6029
CMD107345,2025-12-08,C0207,Douala,Mode,Produit_Mode_42,54.99,2,0.14,2.73,Carte,Instagram Ads,7.42,livrée,94.5828,37.83312,27.683120000000002,2025-12,0,21,7952.3198
CMD107346,2025-10-07,C0157,Abidjan,Mode,Produit_Mode_28,30.46,3,0.2,9.0,Virement,Instagram Ads,6.11,livrée,73.104,29.241600000000002,14.131600000000002,2025-10,0,26,11575.6842
CMD107347,2025-12-14,C0356,Dakar,Maison,Produit_Maison_44,105.21,1,0.0,5.92,Carte,Email,1.17,livrée,105.21,42.084,34.994,2025-12,0,20,6666.5022
CMD107348,2025-08-27,C0806,Kinshasa,Mode,Produit_Mode_26,49.37,3,0.0,8.2,Mobile Money,Influenceur,12.79,livrée,148.10999999999999,59.244,38.254,2025-08,0,1,148.10999999999999
CMD107349,2025-09-13,C0084,Abidjan,Beauté,Produit_Beauté_50,23.45,1,0.01,2.95,Virement,Email,1.42,livrée,23.2155,9.2862,4.916199999999999,2025-09,0,16,2642.0223
CMD107350,2025-11-08,C0199,Kinshasa,Électronique,Produit_Électronique_16,415.74,2,0.08,3.04,Mobile Money,Influenceur,11.32,livrée,764.9616000000001,305.98464000000007,291.62464000000006,2025-11,0,12,3029.7178999999996
CMD107351,2025-09-28,C0390,Abidjan,Mode,Produit_Mode_17,56.01,3,0.0,4.83,Mobile Money,Email,1.77,livrée,168.03,67.212,60.612,2025-09,0,17,6051.4357
CMD107352,2025-09-08,C1785,Libreville,Électronique,Produit_Électronique_26,442.62,1,0.2,7.1,Paiement à la livraison,Instagram Ads,14.23,livrée,354.096,141.63840000000002,120.30840000000002,2025-09,0,3,1299.1116000000002
CMD107353,2025-12-27,C0311,Dakar,Mode,Produit_Mode_47,38.81,2,0.27,2.66,Carte,Influenceur,16.21,retournée,56.662600000000005,22.665040000000005,3.7950400000000037,2025-12,1,17,4607.1292
CMD107354,2025-07-09,C0108,Kinshasa,Beauté,Produit_Beauté_18,17.44,1,0.3,6.3,Carte,Instagram Ads,14.71,livrée,12.208,4.8832,-16.1268,2025-07,0,16,5010.4933
CMD107355,2025-12-27,C1847,Abidjan,Maison,Produit_Maison_32,128.89,2,0.2,8.54,Paiement à la livraison,Instagram Ads,10.59,livrée,206.224,82.4896,63.3596,2025-12,0,5,1645.7541
CMD107356,2025-12-09,C0161,Kinshasa,Électronique,Produit_Électronique_44,419.22,2,0.23,9.12,Carte,Instagram Ads,10.19,retournée,645.5988000000001,258.23952,238.92952000000002,2025-12,1,18,4472.7865
CMD107357,2025-11-25,C0378,Lomé,Mode,Produit_Mode_14,47.77,2,0.2,9.04,Paiement à la livraison,Google Ads,5.97,livrée,76.432,30.5728,15.562800000000003,2025-11,0,18,4197.1165
CMD107358,2025-07-19,C0007,Kinshasa,Mode,Produit_Mode_26,20.2,1,0.26,9.97,Carte,Google Ads,7.42,livrée,14.947999999999999,5.9792,-11.410800000000002,2025-07,0,14,2668.0499
CMD107359,2025-10-13,C1865,Douala,Mode,Produit_Mode_15,32.43,3,0.06,9.84,Carte,Instagram Ads,6.65,livrée,91.45259999999999,36.581039999999994,20.091039999999992,2025-10,0,3,195.5328
CMD107360,2025-12-08,C0194,Abidjan,Maison,Produit_Maison_36,164.38,2,0.02,2.53,Mobile Money,Email,0.94,livrée,322.1848,128.87392,125.40392,2025-12,0,16,5828.0513
CMD107362,2025-10-13,C0078,Lomé,Mode,Produit_Mode_8,62.78,1,0.11,5.13,Mobile Money,Instagram Ads,9.04,livrée,55.8742,22.349680000000003,8.179680000000005,2025-10,0,15,2173.0181500000003
CMD107363,2025-08-09,C0448,Kinshasa,Mode,Produit_Mode_29,45.53,2,0.19,2.19,Mobile Money,Email,1.64,livrée,73.7586,29.50344,25.67344,2025-08,0,5,268.36560000000003
CMD107364,2025-10-12,C0231,Lomé,Mode,Produit_Mode_49,4.71,1,0.13,8.99,Mobile Money,Google Ads,4.65,livrée,4.0977,1.6390799999999999,-12.00092,2025-10,0,17,5817.8416
CMD107366,2025-09-10,C0284,Brazzaville,Maison,Produit_Maison_8,68.69,2,0.05,6.84,Paiement à la livraison,Google Ads,7.21,livrée,130.511,52.2044,38.1544,2025-09,0,19,4292.6759
CMD107367,2025-10-28,C1335,Kinshasa,Beauté,Produit_Beauté_50,30.52,2,0.09,6.22,Virement,Instagram Ads,7.78,livrée,55.5464,22.21856,8.21856,2025-10,0,4,546.9898999999999
CMD107368,2025-11-04,C0217,Abidjan,Électronique,Produit_Électronique_12,342.22,1,0.05,8.74,Virement,Instagram Ads,7.63,retournée,325.10900000000004,130.04360000000003,113.67360000000004,2025-11,1,17,2257.3316
CMD107370,2025-07-23,C0681,Kinshasa,Électronique,Produit_Électronique_17,580.25,1,0.04,4.61,Virement,Email,0.8,retournée,557.04,222.816,217.40599999999998,2025-07,1,6,3094.5256
CMD107371,2025-07-27,C0220,Brazzaville,Électronique,Produit_Beauté_44,36.3,1,0.0,3.58,Virement,Email,1.13,livrée,36.3,14.52,9.809999999999999,2025-07,0,14,4430.3893
CMD107372,2025-12-16,C0324,Abidjan,Mode,Produit_Mode_48,22.03,2,0.21,8.73,Paiement à la livraison,Instagram Ads,10.82,livrée,34.8074,13.922960000000002,-5.627039999999999,2025-12,0,19,5485.5623000000005
CMD107373,2025-11-30,C0188,Libreville,Mode,Produit_Mode_15,42.46,3,0.25,3.35,Carte,Influenceur,19.79,livrée,95.535,38.214,15.073999999999998,2025-11,0,16,2835.3768
CMD107374,2025-10-27,C0130,Kinshasa,Électronique,Produit_Beauté_28,28.04,2,0.06,5.97,Paiement à la livraison,Influenceur,10.46,livrée,52.715199999999996,21.08608,4.656079999999999,2025-10,0,21,3079.8836
CMD107375,2025-08-04,C0096,Lomé,Mode,Produit_Mode_29,30.38,3,0.13,2.48,Mobile Money,Influenceur,14.0,livrée,79.2918,31.71672,15.236719999999998,2025-08,0,23,4734.4012999999995
CMD107377,2025-10-30,C0004,Lomé,Mode,Produit_Mode_19,30.75,3,0.24,3.15,Paiement à la livraison,Google Ads,7.75,livrée,70.11,28.044,17.144000000000002,2025-10,0,18,5408.97775
CMD107378,2025-12-16,C0636,Kinshasa,Électronique,Produit_Électronique_1,279.2,2,0.08,8.8,Virement,Email,1.36,livrée,513.728,205.4912,195.33119999999997,2025-12,0,2,586.64465
CMD107379,2025-08-13,C0063,Abidjan,Mode,Produit_Mode_19,64.08,1,0.06,8.47,Mobile Money,Google Ads,6.19,livrée,60.23519999999999,24.094079999999998,9.434079999999998,2025-08,0,10,3467.4126999999994
CMD107380,2025-08-09,C0174,Lomé,Beauté,Produit_Beauté_10,23.82,2,0.11,7.96,Mobile Money,Instagram Ads,7.27,livrée,42.3996,16.95984,1.7298399999999994,2025-08,0,20,5427.0027
CMD107381,2025-10-19,C1702,Douala,Électronique,Produit_Électronique_8,420.81,3,0.06,3.61,Virement,Google Ads,7.79,annulée,1186.6842,474.67368,463.27367999999996,2025-10,0,3,1895.6232999999997
CMD107382,2025-12-24,C0037,Dakar,Beauté,Produit_Beauté_18,28.34,2,0.29,9.64,Virement,Instagram Ads,7.81,livrée,40.242799999999995,16.09712,-1.3528799999999999,2025-12,0,16,3140.1119
CMD107383,2025-08-03,C1287,Douala,Électronique,Produit_Électronique_22,345.13,3,0.07,8.56,Paiement à la livraison,Instagram Ads,10.07,retournée,962.9126999999999,385.16508,366.53508,2025-08,1,1,962.9126999999999
CMD107384,2025-07-02,C0277,Kinshasa,Maison,Produit_Maison_33,142.38,3,0.09,8.21,Carte,Email,0.98,livrée,388.6974,155.47896000000003,146.28896000000003,2025-07,0,13,4715.9201
CMD107385,2025-09-09,C1076,Abidjan,Mode,Produit_Mode_29,55.17,3,0.11,7.21,Carte,Influenceur,17.45,livrée,147.3039,58.92156,34.26156,2025-09,0,3,1871.4141
CMD107386,2025-08-10,C0077,Dakar,Électronique,Produit_Électronique_20,610.21,2,0.15,6.91,Mobile Money,Instagram Ads,5.57,livrée,1037.357,414.94280000000003,402.4628,2025-08,0,19,6129.0936
CMD107387,2025-07-09,C0377,Abidjan,Électronique,Produit_Électronique_32,155.32,3,0.05,2.98,Mobile Money,Email,1.1,livrée,442.662,177.0648,172.9848,2025-07,0,15,4027.5842000000002
CMD107388,2025-11-13,C1501,Dakar,Électronique,Produit_Électronique_27,391.93,2,0.13,6.25,Mobile Money,Instagram Ads,13.38,livrée,681.9582,272.78328000000005,253.15328000000005,2025-11,0,2,848.5806
CMD107389,2025-10-29,C0126,Kinshasa,Électronique,Produit_Électronique_9,540.85,3,0.1,6.0,Paiement à la livraison,Instagram Ads,14.04,livrée,1460.2950000000003,584.1180000000002,564.0780000000002,2025-10,0,14,5553.24415
CMD107390,2025-10-23,C0369,Abidjan,Électronique,Produit_Électronique_28,227.55,3,0.09,3.29,Virement,Influenceur,17.9,livrée,621.2115000000001,248.48460000000006,227.29460000000006,2025-10,0,24,8073.1126
CMD107391,2025-12-05,C0259,Douala,Maison,Produit_Maison_49,148.61,3,0.03,9.99,Virement,Google Ads,4.51,livrée,432.4551,172.98204,158.48204,2025-12,0,14,2319.6617
CMD107392,2025-10-07,C0228,Kinshasa,Électronique,Produit_Électronique_49,395.45,1,0.03,6.18,Paiement à la livraison,Influenceur,14.13,livrée,383.5865,153.43460000000002,133.12460000000002,2025-10,0,9,2248.7632
CMD107393,2025-09-14,C0077,Kinshasa,Beauté,Produit_Beauté_18,8.21,3,0.06,3.99,Virement,Google Ads,5.44,livrée,23.1522,9.26088,-0.16912000000000038,2025-09,0,19,6129.0936
CMD107394,2025-12-03,C1612,Dakar,Mode,Produit_Mode_32,41.64,1,0.25,7.71,Paiement à la livraison,Email,1.54,livrée,31.23,12.492,3.242000000000001,2025-12,0,1,31.23
CMD107397,2025-10-12,C1838,Libreville,Mode,Produit_Mode_49,42.08,3,0.26,2.78,Mobile Money,Email,1.37,livrée,93.4176,37.367039999999996,33.21704,2025-10,0,4,527.0607
CMD107398,2025-08-17,C0038,Lomé,Mode,Produit_Mode_7,49.52,3,0.0,4.15,Mobile Money,Google Ads,7.21,livrée,148.56,59.42400000000001,48.06400000000001,2025-08,0,15,3802.2555
CMD107399,2025-11-01,C0007,Kinshasa,Mode,Produit_Mode_3,34.62,2,0.09,7.83,Virement,Influenceur,16.42,livrée,63.008399999999995,25.20336,0.9533599999999964,2025-11,0,14,2668.0499
CMD107400,2025-08-23,C0273,Dakar,Électronique,Produit_Électronique_7,333.87,2,0.08,4.03,Mobile Money,Influenceur,12.38,livrée,614.3208000000001,245.72832000000005,229.31832000000006,2025-08,0,23,7680.9157000000005
CMD107401,2025-12-15,C0340,Douala,Maison,Produit_Maison_7,57.56,3,0.02,8.74,Carte,Influenceur,4.69,livrée,169.2264,67.69056,54.260560000000005,2025-12,0,20,5113.9787
CMD107402,2025-10-10,C0276,Dakar,Mode,Produit_Mode_16,62.75,2,0.09,4.42,Mobile Money,Instagram Ads,7.9,livrée,114.205,45.682,33.362,2025-10,0,16,4919.5862
CMD107403,2025-10-17,C0029,Cotonou,Mode,Produit_Mode_33,53.84,2,0.09,2.18,Mobile Money,Google Ads,4.38,livrée,97.98880000000001,39.19552000000001,32.63552000000001,2025-10,0,12,4442.9837
CMD107404,2025-11-13,C1510,Dakar,Électronique,Produit_Beauté_13,16.86,3,0.13,9.35,Virement,Instagram Ads,14.11,livrée,44.004599999999996,17.60184,-5.85816,2025-11,0,4,538.8462
CMD107405,2025-07-19,C0141,Abidjan,Maison,Produit_Maison_37,83.82,2,0.0,4.16,Mobile Money,Google Ads,7.04,livrée,167.64,67.056,55.856,2025-07,0,16,4546.1431
CMD107406,2025-11-01,C0048,Abidjan,Maison,Produit_Maison_17,13.31,2,0.19,8.32,Mobile Money,Instagram Ads,14.12,livrée,21.5622,8.624880000000001,-13.815119999999999,2025-11,0,14,3114.1757
CMD107407,2025-07-23,C1187,Kinshasa,Mode,Produit_Mode_44,47.23,1,0.24,2.81,Carte,Influenceur,15.43,livrée,35.8948,14.35792,-3.88208,2025-07,0,4,1556.7937
CMD107408,2025-10-05,C0025,Kinshasa,Électronique,Produit_Électronique_46,429.27,1,0.3,8.53,Mobile Money,Instagram Ads,13.89,livrée,300.489,120.1956,97.7756,2025-10,0,14,2571.2076
CMD107409,2025-10-06,C0148,Kinshasa,Électronique,Produit_Beauté_27,12.3,1,0.0,9.1,Mobile Money,Email,1.41,livrée,12.3,4.920000000000001,-5.589999999999999,2025-10,0,19,3725.7567
